ID	LABEL	Parent	IAO:0000115	IAO:0000119	IAO:0000117	IAO:0000118	obo:T4FS_0000564	obo:T4FS_0000565	oboInOwl:created_by	oboInOwl:creation_date	rdfs:comment	owl:deprecated	obo:IAO_0000233
obo:T4FS_0000260	software	data stewardship technical concept	A set of instructions that direct a computer to do a specific task.	Definition from now-deprecated CASRAI Glossary term: software	https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
obo:TF4S_0000569	software engineer	role			https://orcid.org/0000-0002-7702-4495						AL 16.3.22 Added as part of FAIR cookbook integration.		
obo:T4FS_0000004	software preservation	archiving	Software preservation involves the collection and long-term storage of software for archiving as well as maintaining availability and accessibility.	https://orcid.org/0000-0002-7702-4495 8.2.22	https://orcid.org/0000-0002-7702-4495|Kristina Hettne|Victoria Dominguez Del Angel|Yann Le Franc						AL 8.2.22: Refactored "software review and preservation" to "software preservation", as the review process is not within the remit of terms4FAIRskills. Added definition and source.		
obo:T4FS_0000439	stakeholder engagement on societal impact	research integrity, attribution, impact awareness	Identify and engage in dialogue with stakeholders affected by the research, or by making its outputs FAIR.		Angus Whyte|Celia van Gelder|Mateusz Kuzak|Yan Wang								
obo:T4FS_0000381	standard	data stewardship technical concept	Set of agreed-upon and documented guidelines, specifications, accepted practices, technical requirements, or terminologies that have been prepared by a standards developing organisation or group, and published in accordance with established procedures. These can be mandatory or voluntary and are distinct from Acts, regulations, and codes, although standards can be referenced in those legal instruments.	RDMT. https://terms.codata.org/rdmt/standard	https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
obo:T4FS_0000488	Standard operating procedure for the collection of harmonised or integrated data	data stewardship technical concept	Written methods, instructions, and tools that, when applied in different data collection contexts produce data that are ready to be harmonised or integrated without further manipulation.	RDMT. https://terms.codata.org/rdmt/standard-operating-procedure-harmonised-integrated-data	https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466						AL, LM 22.1.25: Refined the definition of this term to apply specifically to data stewardship tasks, and to align with RDMT.		
obo:T4FS_0000053	storage management	resource management	The term storage management encompasses the technologies and processes organizations use to maximize or improve the performance of their data storage resources. It is a broad category that includes  virtualization, replication, mirroring, security, compression, traffic analysis, process automation, storage provisioning and related techniques.	(webopedia.com/TERM/S/storage_management.html)[VDA]	Kristina Hettne|Simon Hodson|Victoria Dominguez Del Angel								
obo:T4FS_0000470	storage security management	information security	Manage the assessment, implementation and monitoring of secure storage protocols.		Angus Whyte|Celia van Gelder|Mateusz Kuzak|Yan Wang								
obo:T4FS_0000027	storage security risk assessment and mitigation	storage security management	Detect and analysis security risk of storage periodically, and minimize the impact of the risks detected		Angus Whyte|Celia van Gelder|Mateusz Kuzak|Yan Wang								
obo:T4FS_0000514	strategic/long-term planning	project management activities	An organization's process of defining its strategy or direction in the context of FAIR project management activities, both in the context of current knowledge and unknown factors in the future.	AL, and https://en.wikipedia.org/wiki/Strategic_planning [17.10.19]	https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0003-2687-1982|Philippe Rocca-Serra|Susanna Sansone								
obo:T4FS_0000241	structural metadata (information)	'contributes to the implementation of' some 'F2. data are described with rich metadata'|metadata	A type of metadata that indicates how compound objects are put together.	RDMT. https://terms.codata.org/rdmt/structural-metadata-information	https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
obo:T4FS_0000295	structured data	data	Data elements that have been organised into a consistent format and data structure within a defined data model such that the elements can be easily addressed, organised and accessed in various combinations to make better use of the information, such as in a relational database.	RDMT. https://terms.codata.org/rdmt/structured-data	https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466	Structured information							
obo:T4FS_0000476	syntactic interoperability	data stewardship technical concept	Defines the structure or format of data exchange and is achieved through tools such as XML or SQL standards.	RDMT. https://terms.codata.org/rdmt/syntactic-interoperability	https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
obo:TF4S_0000570	system administrator	role			https://orcid.org/0000-0002-7702-4495						AL 16.3.22: Added as part of FAIR Cookbook integration.		
obo:T4FS_0000059	system metadata	'contributes to the implementation of' some 'F2. data are described with rich metadata'|metadata	Digital entity properties that are generated by the data management system (e.g., creation time; owner; storage location; data retention period; the length of time a digital entity will be retained).	RDMT. https://terms.codata.org/rdmt/system-metadata	https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
obo:T4FS_0000060	tactical/short-term planning	project management activities			https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0003-2687-1982|Philippe Rocca-Serra|Susanna Sansone								
obo:T4FS_0000255	technical metadata	'contributes to the implementation of' some 'F2. data are described with rich metadata'|metadata	Information describing the technical processes used to produce, or required to use a digital object.	RDMT. https://terms.codata.org/rdmt/technical-metadata	https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
